Scheme,Category,State,Year,Budget_Crore,Beneficiaries_Lakhs,Growth_Percent,Utilization_Percent,Impact_Score,Citizen_Satisfaction,Infrastructure_Score,Digital_Access_Percent,Budget_Per_Beneficiary,Efficiency_Score
Internship Programme,Employment,Andhra Pradesh,2025,48429.03,197.08,45.58,77.96,153.64,52.1,40.22,43.82,245.73,119.78
Internship Programme,Employment,Andhra Pradesh,2026,52624.23,195.87,43.37,55.62,108.94,52.09,74.62,48.07,268.67,60.59
Upgradation of ITIs,Employment,Karnataka,2022,18386.5,375.64,64.39,94.44,354.75,45.41,32.43,38.0,48.95,335.03
Upgradation of ITIs,Employment,Karnataka,2023,19446.64,383.33,64.77,56.96,218.34,93.01,50.95,77.86,50.73,124.37
Upgradation of ITIs,Employment,Karnataka,2024,21601.66,348.31,63.86,68.25,237.72,60.55,30.31,79.56,62.02,162.24
Upgradation of ITIs,Employment,Karnataka,2025,21615.93,342.63,28.96,82.86,283.9,66.61,38.78,95.43,63.09,235.24
Upgradation of ITIs,Employment,Karnataka,2026,19206.53,398.3,46.75,81.44,324.38,46.5,59.05,95.91,48.22,264.18
Upgradation of ITIs,Employment,Maharashtra,2022,18348.06,431.48,12.62,76.88,331.72,85.38,53.88,93.83,42.52,255.03
Upgradation of ITIs,Employment,Maharashtra,2023,13594.64,22.95,13.05,64.9,14.89,43.71,59.07,62.3,592.36,9.66
Upgradation of ITIs,Employment,Maharashtra,2024,20437.92,119.92,36.52,71.47,85.71,60.83,96.76,96.83,170.43,61.26
Upgradation of ITIs,Employment,Maharashtra,2025,12065.82,230.74,66.15,54.28,125.25,90.46,84.9,26.28,52.29,67.99
Upgradation of ITIs,Employment,Maharashtra,2026,19853.32,139.39,19.99,51.34,71.56,51.35,98.35,98.7,142.43,36.74
Upgradation of ITIs,Employment,Tamil Nadu,2022,19843.09,322.15,31.84,66.4,213.91,55.01,75.38,74.93,61.6,142.04
Upgradation of ITIs,Employment,Tamil Nadu,2023,18883.49,56.0,58.4,60.7,33.99,80.85,39.33,65.26,337.21,20.63
Upgradation of ITIs,Employment,Tamil Nadu,2024,13719.1,98.13,4.29,82.39,80.85,88.97,63.34,74.39,139.81,66.61
Upgradation of ITIs,Employment,Tamil Nadu,2025,13086.65,80.64,24.44,67.16,54.16,46.07,45.86,24.69,162.28,36.37
Upgradation of ITIs,Employment,Tamil Nadu,2026,22143.5,119.82,8.49,62.18,74.5,97.11,93.49,32.13,184.81,46.32
Upgradation of ITIs,Employment,Kerala,2022,17269.88,348.5,26.37,75.11,261.76,96.81,33.03,41.85,49.55,196.61
Upgradation of ITIs,Employment,Kerala,2023,18936.28,145.83,65.48,76.13,111.02,83.05,59.48,72.59,129.85,84.52
Upgradation of ITIs,Employment,Kerala,2024,13752.36,383.15,5.05,85.81,328.78,46.75,93.16,27.05,35.89,282.13
Upgradation of ITIs,Employment,Kerala,2025,13735.86,487.58,72.61,56.52,275.58,96.01,34.37,33.51,28.17,155.76
Upgradation of ITIs,Employment,Kerala,2026,15765.76,316.4,3.07,79.23,250.68,59.08,32.85,70.01,49.83,198.61
Upgradation of ITIs,Employment,Uttar Pradesh,2022,12830.85,116.66,-1.91,90.56,105.65,81.68,66.77,98.38,109.98,95.68
Upgradation of ITIs,Employment,Uttar Pradesh,2023,12610.68,450.99,45.85,82.18,370.62,59.85,80.84,45.36,27.96,304.58
Upgradation of ITIs,Employment,Uttar Pradesh,2024,14707.32,499.28,3.47,86.69,432.83,52.66,75.87,42.12,29.46,375.22
Upgradation of ITIs,Employment,Uttar Pradesh,2025,22269.65,170.09,13.18,58.41,99.35,46.11,66.44,21.24,130.93,58.03
Upgradation of ITIs,Employment,Uttar Pradesh,2026,14844.14,169.27,69.1,79.23,134.11,79.14,48.26,91.24,87.7,106.26
Upgradation of ITIs,Employment,Bihar,2022,21869.63,435.87,52.1,57.2,249.32,47.83,62.28,64.94,50.17,142.61
Upgradation of ITIs,Employment,Bihar,2023,16337.06,403.91,17.09,70.49,284.72,96.73,93.55,36.15,40.45,200.7
Upgradation of ITIs,Employment,Bihar,2024,14214.91,456.72,67.87,98.95,451.92,67.19,40.02,24.57,31.12,447.17
Upgradation of ITIs,Employment,Bihar,2025,12779.48,279.23,39.35,98.42,274.82,70.49,70.53,52.67,45.77,270.48
Upgradation of ITIs,Employment,Bihar,2026,15683.87,211.14,1.28,95.49,201.62,72.17,78.51,94.32,74.28,192.53
Upgradation of ITIs,Employment,Rajasthan,2022,14206.86,499.28,0.49,51.33,256.28,57.21,91.79,42.73,28.45,131.55
Upgradation of ITIs,Employment,Rajasthan,2023,18002.27,414.14,40.1,78.15,323.65,51.95,98.46,32.8,43.47,252.93
Upgradation of ITIs,Employment,Rajasthan,2024,11424.59,285.17,83.96,84.32,240.46,70.42,64.38,59.48,40.06,202.76
Upgradation of ITIs,Employment,Rajasthan,2025,22100.28,476.86,-3.85,94.64,451.3,54.5,42.75,33.07,46.35,427.11
Upgradation of ITIs,Employment,Rajasthan,2026,18348.66,242.12,37.17,68.31,165.39,80.03,86.65,87.4,75.78,112.98
Upgradation of ITIs,Employment,Gujarat,2022,13554.33,81.8,4.91,60.81,49.74,67.08,40.71,23.83,165.7,30.25
Upgradation of ITIs,Employment,Gujarat,2023,17838.17,191.56,9.32,60.69,116.26,76.99,82.98,62.11,93.12,70.56
Upgradation of ITIs,Employment,Gujarat,2024,12518.13,471.15,29.5,68.59,323.16,81.17,37.16,74.07,26.57,221.66
Upgradation of ITIs,Employment,Gujarat,2025,21874.21,12.08,48.83,87.92,10.62,91.19,89.22,64.16,1810.78,9.34
Upgradation of ITIs,Employment,Gujarat,2026,11504.24,392.69,77.49,88.92,349.18,72.88,58.47,25.34,29.3,310.49
Upgradation of ITIs,Employment,Punjab,2022,13567.75,464.3,38.72,93.48,434.03,94.38,73.37,52.1,29.22,405.73
Upgradation of ITIs,Employment,Punjab,2023,13131.02,186.43,6.36,92.83,173.06,96.38,76.6,28.59,70.43,160.65
Upgradation of ITIs,Employment,Punjab,2024,18587.58,283.49,46.0,87.87,249.1,67.84,45.07,68.95,65.57,218.88
Upgradation of ITIs,Employment,Punjab,2025,16677.29,465.66,78.67,56.04,260.96,82.74,56.64,20.63,35.81,146.24
Upgradation of ITIs,Employment,Punjab,2026,11388.06,275.52,57.86,67.76,186.69,52.86,33.62,57.65,41.33,126.5
Upgradation of ITIs,Employment,West Bengal,2022,20793.52,225.79,68.41,80.59,181.96,63.74,80.88,30.61,92.09,146.64
Upgradation of ITIs,Employment,West Bengal,2023,13321.91,152.51,29.21,98.97,150.94,49.96,90.77,77.91,87.35,149.39
Upgradation of ITIs,Employment,West Bengal,2024,12635.51,36.18,55.21,97.29,35.2,75.87,42.55,29.66,349.24,34.25
Upgradation of ITIs,Employment,West Bengal,2025,22824.55,180.13,51.11,76.98,138.66,59.03,83.91,53.86,126.71,106.74
Upgradation of ITIs,Employment,West Bengal,2026,12841.55,315.0,4.75,99.53,313.52,48.34,58.63,61.09,40.77,312.05
Upgradation of ITIs,Employment,Madhya Pradesh,2022,11516.52,330.15,59.93,92.17,304.3,58.35,83.78,91.72,34.88,280.47
Upgradation of ITIs,Employment,Madhya Pradesh,2023,17245.72,370.17,55.5,94.69,350.51,40.89,79.46,99.56,46.59,331.9
Upgradation of ITIs,Employment,Madhya Pradesh,2024,18992.87,317.44,10.89,68.04,215.99,56.35,69.73,47.4,59.83,146.96
Upgradation of ITIs,Employment,Madhya Pradesh,2025,15590.74,240.09,78.93,90.35,216.92,65.52,45.05,76.29,64.94,195.99
Upgradation of ITIs,Employment,Madhya Pradesh,2026,17773.78,309.65,27.34,96.85,299.9,94.21,62.58,64.0,57.4,290.45
Upgradation of ITIs,Employment,Odisha,2022,13982.59,243.59,9.65,80.89,197.04,70.46,62.62,82.68,57.4,159.39
Upgradation of ITIs,Employment,Odisha,2023,19837.03,205.53,56.23,74.65,153.43,55.11,87.7,57.19,96.52,114.54
Upgradation of ITIs,Employment,Odisha,2024,16501.66,489.1,42.16,58.16,284.46,97.43,42.87,33.69,33.74,165.44
Upgradation of ITIs,Employment,Odisha,2025,17731.52,460.86,16.88,78.38,361.22,42.97,62.52,88.26,38.47,283.12
Upgradation of ITIs,Employment,Odisha,2026,12669.2,145.57,49.85,81.19,118.19,60.24,83.18,66.59,87.03,95.96
Upgradation of ITIs,Employment,Assam,2022,21223.59,182.54,22.13,87.41,159.56,52.9,51.8,38.89,116.27,139.47
Upgradation of ITIs,Employment,Assam,2023,12329.54,334.5,3.86,52.55,175.78,95.11,75.6,73.74,36.86,92.37
Upgradation of ITIs,Employment,Assam,2024,15764.18,435.64,29.49,52.29,227.8,56.73,78.48,57.23,36.19,119.12
Upgradation of ITIs,Employment,Assam,2025,22106.16,384.46,84.06,74.98,288.27,65.26,47.63,26.66,57.5,216.14
Upgradation of ITIs,Employment,Assam,2026,16693.74,86.79,-4.56,85.27,74.01,45.46,84.49,24.15,192.35,63.11
Upgradation of ITIs,Employment,Telangana,2022,15382.4,83.48,36.41,65.47,54.65,91.54,45.05,28.28,184.26,35.78
Upgradation of ITIs,Employment,Telangana,2023,19138.51,474.97,44.13,74.19,352.38,63.31,52.69,25.15,40.29,261.43
Upgradation of ITIs,Employment,Telangana,2024,14029.83,321.51,29.01,92.38,297.01,61.49,66.82,69.39,43.64,274.38
Upgradation of ITIs,Employment,Telangana,2025,20716.74,116.24,16.99,76.82,89.3,66.26,50.45,36.38,178.22,68.6
Upgradation of ITIs,Employment,Telangana,2026,12845.5,240.87,-1.5,79.84,192.31,75.97,64.19,65.0,53.33,153.54
Upgradation of ITIs,Employment,Andhra Pradesh,2022,15018.02,482.29,34.41,78.82,380.14,81.76,34.55,55.83,31.14,299.63
Upgradation of ITIs,Employment,Andhra Pradesh,2023,13477.46,383.72,57.73,68.05,261.12,86.45,83.31,78.83,35.12,177.69
Upgradation of ITIs,Employment,Andhra Pradesh,2024,18378.63,394.32,-4.19,82.5,325.31,43.09,79.41,81.67,46.61,268.38
Upgradation of ITIs,Employment,Andhra Pradesh,2025,11825.78,313.41,26.82,85.87,269.13,83.98,50.24,98.1,37.73,231.1
Upgradation of ITIs,Employment,Andhra Pradesh,2026,12283.73,454.46,27.99,85.41,388.15,64.39,75.66,49.62,27.03,331.52
Start-up India Seed Fund,Employment,Karnataka,2022,80581.41,138.64,12.72,85.63,118.72,61.12,59.88,25.32,581.23,101.66
Start-up India Seed Fund,Employment,Karnataka,2023,62690.54,359.51,22.99,70.84,254.68,84.54,41.88,44.32,174.38,180.42
Start-up India Seed Fund,Employment,Karnataka,2024,103829.73,82.47,55.68,65.28,53.84,42.85,75.7,33.4,1259.0,35.15
Start-up India Seed Fund,Employment,Karnataka,2025,85874.62,148.67,21.63,50.44,74.99,42.7,61.96,67.71,577.62,37.82
Start-up India Seed Fund,Employment,Karnataka,2026,69508.15,343.12,48.39,64.99,222.99,84.12,41.06,47.73,202.58,144.92
Start-up India Seed Fund,Employment,Maharashtra,2022,104483.78,468.49,26.72,83.7,392.13,83.35,72.32,73.87,223.02,328.21
Start-up India Seed Fund,Employment,Maharashtra,2023,76855.65,202.28,-2.06,75.23,152.18,58.1,77.67,88.78,379.95,114.49
Start-up India Seed Fund,Employment,Maharashtra,2024,95971.36,228.01,45.39,68.72,156.69,76.01,90.25,80.8,420.91,107.68
Start-up India Seed Fund,Employment,Maharashtra,2025,62071.79,255.21,-0.34,82.29,210.01,89.14,34.3,25.36,243.22,172.82
Start-up India Seed Fund,Employment,Maharashtra,2026,99062.59,180.06,45.77,64.73,116.55,61.57,83.55,85.6,550.16,75.44
Start-up India Seed Fund,Employment,Tamil Nadu,2022,77750.07,290.24,5.23,85.41,247.89,77.33,68.69,63.5,267.88,211.72
Start-up India Seed Fund,Employment,Tamil Nadu,2023,111411.58,458.42,73.51,81.79,374.94,44.1,87.9,57.35,243.03,306.66
Start-up India Seed Fund,Employment,Tamil Nadu,2024,110373.99,459.5,16.23,63.76,292.98,40.09,30.3,83.17,240.2,186.8
Start-up India Seed Fund,Employment,Tamil Nadu,2025,104362.97,122.38,67.19,65.47,80.12,54.63,73.07,96.59,852.78,52.45
Start-up India Seed Fund,Employment,Tamil Nadu,2026,64371.39,57.38,1.53,78.24,44.89,94.63,50.12,74.21,1121.84,35.12
Start-up India Seed Fund,Employment,Kerala,2022,91401.76,31.88,75.68,71.35,22.75,65.08,75.33,71.65,2867.06,16.23
Start-up India Seed Fund,Employment,Kerala,2023,63646.92,175.72,69.16,50.33,88.44,48.64,41.7,45.95,362.21,44.51
Start-up India Seed Fund,Employment,Kerala,2024,96314.07,462.46,36.57,68.45,316.55,50.21,49.35,83.88,208.26,216.68
Start-up India Seed Fund,Employment,Kerala,2025,71271.01,412.67,19.05,58.71,242.28,76.39,59.58,28.23,172.71,142.24
Start-up India Seed Fund,Employment,Kerala,2026,63054.8,357.13,77.9,67.83,242.24,56.64,74.01,28.0,176.56,164.31
Start-up India Seed Fund,Employment,Uttar Pradesh,2022,108389.44,184.39,75.78,84.85,156.45,52.75,43.34,66.29,587.83,132.75
Start-up India Seed Fund,Employment,Uttar Pradesh,2023,104926.79,366.56,66.85,88.72,325.21,51.08,58.46,66.33,286.25,288.53
Start-up India Seed Fund,Employment,Uttar Pradesh,2024,76164.79,399.36,50.44,61.45,245.41,97.78,75.52,49.47,190.72,150.8
Start-up India Seed Fund,Employment,Uttar Pradesh,2025,102852.0,262.57,57.17,72.41,190.13,42.54,50.7,93.7,391.71,137.67
Start-up India Seed Fund,Employment,Uttar Pradesh,2026,105313.82,457.64,28.47,89.63,410.18,91.78,49.36,96.13,230.12,367.64
Start-up India Seed Fund,Employment,Bihar,2022,56622.73,140.35,79.27,55.7,78.17,75.53,75.65,48.72,403.44,43.54
Start-up India Seed Fund,Employment,Bihar,2023,103939.85,233.14,80.99,57.33,133.66,96.18,78.75,61.18,445.83,76.63
Start-up India Seed Fund,Employment,Bihar,2024,93088.11,383.05,82.4,94.83,363.25,93.23,87.91,28.12,243.02,344.47
Start-up India Seed Fund,Employment,Bihar,2025,110101.64,144.93,66.3,66.0,95.65,45.8,63.1,31.35,759.69,63.13
Start-up India Seed Fund,Employment,Bihar,2026,80999.2,268.04,31.78,95.71,256.54,64.19,68.01,49.73,302.19,245.53
Start-up India Seed Fund,Employment,Rajasthan,2022,85240.51,455.36,2.49,58.01,264.15,89.85,63.56,61.59,187.19,153.23
Start-up India Seed Fund,Employment,Rajasthan,2023,71107.33,419.94,21.51,83.9,352.33,76.89,88.56,30.0,169.33,295.6
Start-up India Seed Fund,Employment,Rajasthan,2024,97535.82,326.49,-3.13,89.28,291.49,58.91,48.88,68.57,298.74,260.24
Start-up India Seed Fund,Employment,Rajasthan,2025,86490.59,71.63,-1.17,54.31,38.9,63.07,41.74,20.84,1207.46,21.13
Start-up India Seed Fund,Employment,Rajasthan,2026,112858.02,169.16,77.5,54.53,92.24,95.84,42.69,46.29,667.17,50.3
Start-up India Seed Fund,Employment,Gujarat,2022,112531.07,343.48,11.95,95.28,327.27,74.49,50.81,54.41,327.62,311.82
Start-up India Seed Fund,Employment,Gujarat,2023,108195.36,292.46,73.94,77.93,227.91,60.05,50.9,46.79,369.95,177.61
Start-up India Seed Fund,Employment,Gujarat,2024,109172.93,255.64,27.46,59.7,152.62,77.29,71.28,65.83,427.06,91.11
Start-up India Seed Fund,Employment,Gujarat,2025,107302.36,254.85,3.74,64.18,163.56,77.19,44.15,27.85,421.04,104.97
Start-up India Seed Fund,Employment,Gujarat,2026,59641.74,371.09,32.68,73.96,274.46,93.85,56.25,70.74,160.72,202.99
Start-up India Seed Fund,Employment,Punjab,2022,115147.66,117.65,45.67,89.77,105.61,66.48,96.0,56.28,978.73,94.81
Start-up India Seed Fund,Employment,Punjab,2023,89122.57,379.18,23.59,94.19,357.15,96.25,42.59,99.12,235.04,336.4
Start-up India Seed Fund,Employment,Punjab,2024,85728.48,90.67,5.36,74.66,67.69,50.29,98.06,68.44,945.5,50.54
Start-up India Seed Fund,Employment,Punjab,2025,58486.72,452.15,64.0,82.46,372.84,72.31,93.62,57.81,129.35,307.44
Start-up India Seed Fund,Employment,Punjab,2026,78577.69,164.85,64.06,90.51,149.21,89.06,96.79,53.32,476.66,135.05
Start-up India Seed Fund,Employment,West Bengal,2022,108770.04,226.97,6.55,50.67,115.01,97.46,41.35,65.74,479.23,58.28
Start-up India Seed Fund,Employment,West Bengal,2023,63563.13,401.0,80.59,58.7,235.39,66.92,80.09,78.96,158.51,138.17
Start-up India Seed Fund,Employment,West Bengal,2024,63666.64,223.94,65.45,98.83,221.32,62.68,30.63,29.27,284.3,218.73
Start-up India Seed Fund,Employment,West Bengal,2025,86856.88,490.67,0.15,61.76,303.04,83.46,81.14,83.05,177.02,187.16
Start-up India Seed Fund,Employment,West Bengal,2026,66231.13,73.3,18.74,90.92,66.64,40.37,43.9,94.65,903.56,60.59
Start-up India Seed Fund,Employment,Madhya Pradesh,2022,65022.22,341.05,68.79,51.7,176.32,77.99,77.1,96.67,190.65,91.16
Start-up India Seed Fund,Employment,Madhya Pradesh,2023,73521.91,457.04,28.31,80.7,368.83,61.71,50.64,39.41,160.87,297.65
Start-up India Seed Fund,Employment,Madhya Pradesh,2024,94983.67,84.54,84.26,52.67,44.53,79.73,42.45,91.28,1123.54,23.45
Start-up India Seed Fund,Employment,Madhya Pradesh,2025,79452.02,171.82,75.23,66.49,114.24,61.73,76.05,91.48,462.41,75.96
Start-up India Seed Fund,Employment,Madhya Pradesh,2026,90203.96,144.46,6.47,67.74,97.86,47.37,46.96,48.83,624.42,66.29
Start-up India Seed Fund,Employment,Odisha,2022,81973.79,177.81,6.5,75.32,133.93,64.22,92.45,76.57,461.02,100.88
Start-up India Seed Fund,Employment,Odisha,2023,87078.39,171.21,27.08,86.35,147.84,85.72,78.89,30.26,508.61,127.66
Start-up India Seed Fund,Employment,Odisha,2024,99533.24,281.26,5.28,68.42,192.44,62.1,53.9,40.02,353.88,131.67
Start-up India Seed Fund,Employment,Odisha,2025,78100.53,115.23,49.33,52.42,60.4,49.18,33.25,56.78,677.78,31.66
Start-up India Seed Fund,Employment,Odisha,2026,65077.3,374.86,6.08,78.21,293.18,59.88,68.38,82.08,173.6,229.3
Start-up India Seed Fund,Employment,Assam,2022,79281.85,212.21,-2.52,68.53,145.43,53.31,70.57,34.69,373.6,99.66
Start-up India Seed Fund,Employment,Assam,2023,62003.83,356.94,10.34,68.08,243.0,71.13,92.02,51.26,173.71,165.43
Start-up India Seed Fund,Employment,Assam,2024,85764.8,168.7,82.09,77.83,131.3,63.88,76.65,75.77,508.39,102.19
Start-up India Seed Fund,Employment,Assam,2025,93416.0,260.29,42.36,66.19,172.29,45.75,98.57,28.42,358.89,114.04
Start-up India Seed Fund,Employment,Assam,2026,99194.83,377.46,77.81,75.29,284.19,72.19,90.37,72.93,262.8,213.97
Start-up India Seed Fund,Employment,Telangana,2022,80757.4,155.53,33.92,67.6,105.14,69.98,47.68,70.03,519.24,71.07
Start-up India Seed Fund,Employment,Telangana,2023,111539.52,268.65,16.59,99.37,266.96,78.48,75.09,46.46,415.19,265.28
Start-up India Seed Fund,Employment,Telangana,2024,109339.22,319.71,79.18,79.4,253.85,79.11,45.25,28.64,341.99,201.56
Start-up India Seed Fund,Employment,Telangana,2025,62488.05,159.26,26.66,71.24,113.46,87.78,69.05,69.38,392.37,80.83
Start-up India Seed Fund,Employment,Telangana,2026,72705.77,426.62,62.51,68.3,291.38,80.36,65.52,93.2,170.42,199.01
Start-up India Seed Fund,Employment,Andhra Pradesh,2022,104297.39,64.96,69.97,75.79,49.23,78.06,40.11,85.81,1605.56,37.31
Start-up India Seed Fund,Employment,Andhra Pradesh,2023,57033.54,468.05,21.81,55.7,260.7,46.1,49.0,65.72,121.85,145.21
Start-up India Seed Fund,Employment,Andhra Pradesh,2024,72525.71,162.35,64.78,84.93,137.88,89.7,46.58,74.44,446.72,117.1
Start-up India Seed Fund,Employment,Andhra Pradesh,2025,112292.8,41.56,4.1,60.23,25.03,69.65,30.37,84.08,2701.94,15.08
Start-up India Seed Fund,Employment,Andhra Pradesh,2026,84300.01,295.03,80.07,76.8,226.58,66.35,95.05,55.25,285.73,174.01
PM Garib Kalyan Yojana,Social Welfare,Karnataka,2022,58670.18,105.94,32.73,82.8,87.72,50.01,30.5,91.48,553.81,72.63
PM Garib Kalyan Yojana,Social Welfare,Karnataka,2023,50768.87,203.54,84.12,96.28,195.97,54.86,61.32,65.13,249.43,188.68
PM Garib Kalyan Yojana,Social Welfare,Karnataka,2024,68208.1,469.58,84.9,51.23,240.57,82.72,52.55,89.5,145.25,123.24
PM Garib Kalyan Yojana,Social Welfare,Karnataka,2025,41541.9,369.88,-3.34,70.38,260.32,61.01,40.37,90.14,112.31,183.21
PM Garib Kalyan Yojana,Social Welfare,Karnataka,2026,51286.86,485.63,51.92,95.53,463.92,71.84,97.66,47.45,105.61,443.18
PM Garib Kalyan Yojana,Social Welfare,Maharashtra,2022,39451.11,379.38,66.2,51.68,196.06,90.63,35.45,97.82,103.99,101.32
PM Garib Kalyan Yojana,Social Welfare,Maharashtra,2023,43178.82,335.22,19.0,91.83,307.83,69.39,53.99,56.99,128.81,282.68
PM Garib Kalyan Yojana,Social Welfare,Maharashtra,2024,36639.44,401.2,62.0,71.92,288.54,59.87,52.51,89.52,91.32,207.52
PM Garib Kalyan Yojana,Social Welfare,Maharashtra,2025,53904.2,368.63,69.91,99.85,368.08,65.1,59.87,67.37,146.23,367.53
PM Garib Kalyan Yojana,Social Welfare,Maharashtra,2026,58824.07,435.84,75.12,54.62,238.06,48.49,59.25,55.28,134.97,130.03
PM Garib Kalyan Yojana,Social Welfare,Tamil Nadu,2022,49178.91,156.18,83.71,89.01,139.02,70.26,45.7,93.47,314.89,123.74
PM Garib Kalyan Yojana,Social Welfare,Tamil Nadu,2023,60884.54,20.46,76.53,63.31,12.95,69.74,50.12,21.85,2975.78,8.2
PM Garib Kalyan Yojana,Social Welfare,Tamil Nadu,2024,44521.18,283.14,83.19,72.32,204.77,84.65,80.77,21.21,157.24,148.09
PM Garib Kalyan Yojana,Social Welfare,Tamil Nadu,2025,62661.3,378.95,47.31,75.67,286.75,61.71,73.21,79.48,165.36,216.98
PM Garib Kalyan Yojana,Social Welfare,Tamil Nadu,2026,59476.64,107.12,42.18,79.58,85.25,85.31,41.35,45.1,555.23,67.84
PM Garib Kalyan Yojana,Social Welfare,Kerala,2022,68948.77,27.02,80.27,71.62,19.35,78.16,95.16,99.42,2551.77,13.86
PM Garib Kalyan Yojana,Social Welfare,Kerala,2023,69429.37,331.51,37.56,78.46,260.1,40.48,51.18,47.32,209.43,204.07
PM Garib Kalyan Yojana,Social Welfare,Kerala,2024,50429.18,283.28,83.96,77.18,218.64,88.34,66.58,68.68,178.02,168.75
PM Garib Kalyan Yojana,Social Welfare,Kerala,2025,45627.41,395.01,12.14,63.92,252.49,51.01,45.73,57.98,115.51,161.39
PM Garib Kalyan Yojana,Social Welfare,Kerala,2026,50136.14,422.55,5.92,97.76,413.08,40.76,46.18,49.46,118.65,403.83
PM Garib Kalyan Yojana,Social Welfare,Uttar Pradesh,2022,39618.55,289.49,12.71,97.89,283.38,41.37,83.28,45.9,136.86,277.4
PM Garib Kalyan Yojana,Social Welfare,Uttar Pradesh,2023,59662.53,169.93,72.76,51.38,87.31,66.78,83.0,63.67,351.1,44.86
PM Garib Kalyan Yojana,Social Welfare,Uttar Pradesh,2024,42250.22,167.24,7.69,70.53,117.95,81.64,42.17,58.57,252.63,83.19
PM Garib Kalyan Yojana,Social Welfare,Uttar Pradesh,2025,39038.26,266.34,78.51,70.86,188.73,52.91,55.06,59.08,146.57,133.73
PM Garib Kalyan Yojana,Social Welfare,Uttar Pradesh,2026,41901.59,470.65,43.83,93.31,439.16,52.52,87.06,43.52,89.03,409.78
